amount,industry,dma,gender
31.85,9861,5011,2
2.33,101,5011,0
5.25,3971,5011,0
10.88,9761,5011,0
60.59,101,5011,1
13.04,4431,5011,0
88,4071,5011,1
27.95,2581,5011,2
0.99,9761,5011,0
67,441,5011,1
125.91,101,5011,0
4.78,3891,5011,1
12.29,1701,5011,2
878.25,4431,5011,0
183.47,5981,5011,0
166.49,4431,5011,0
150,3001,5011,2
13.79,3971,5011,0
19.95,5181,5011,2
10206.88,4271,5011,0
9.21,3971,5011,0
2880.91,9861,5011,0
405.81,9861,5011,0
1.1,3981,5011,0
1241.6,7571,5011,0
1.12,3971,5011,2
307,4881,5011,0
11.57,3971,5011,0
12.98,9861,5011,0
11.68,3971,5011,1
212.32,5181,5011,0
54.48,4121,5011,0
25,4371,5011,1
55.2,6991,5011,0
14.49,3971,5011,0
1.03,3971,5011,2
325,3351,5011,0
119.75,4651,5011,0
399,5611,5011,2
10.01,3971,5011,0
79.7,1571,5011,0
89.79,4671,5011,0
500,9001,5011,0
31.65,7751,5011,0
54,3971,5011,2
27.21,4651,5011,1
9.8,3971,5011,0
19.45,6441,5011,0
316.75,2281,5011,2
478.78,3431,5011,0
31.77,2511,5011,1
25.74,101,5011,0
119.55,9751,5011,0
93.54,5041,5011,0
61.19,101,5011,0
60.66,3971,5011,0
321.67,5181,5011,0
48.79,3971,5011,0
10,9751,5011,0
67.88,4651,5011,0
103,6741,5011,1
15,3971,5011,1
170.88,101,5011,2
4.33,2511,5011,1
89.95,2001,5011,0
15.98,5181,5011,0
30,6391,5011,0
193.42,191,5011,0
21.59,1701,5011,0
17.82,3971,5011,1
43.09,351,5011,1
216.97,6171,5011,0
1135.05,3541,5011,0
11.95,9861,5011,0
19.98,3971,5011,1
73,101,5011,0
52.15,8931,5011,2
22.37,3971,5011,0
46.39,101,5011,0
57.93,101,5011,0
22.82,101,5011,0
20.89,101,5011,0
42.01,3561,5011,0
27.68,3561,5011,1
229,6991,5011,0
63.14,4651,5011,0
36.57,101,5011,0
100.82,9861,5011,0
300,7221,5011,0
479.86,6161,5011,0
9.87,3971,5011,0
27.3,101,5011,0
90,101,5011,0
44,3971,5011,0
24.98,9761,5011,0
39.85,101,5011,0
20.21,3971,5011,0
11.95,3971,5011,0
324.79,9861,5011,1
19.09,5061,5011,2
3.93,9861,5011,0
277.23,9951,5011,0
150,4071,5011,1
50,7481,5011,1
4.24,9861,5011,0
10.65,9861,5011,0
25.23,4571,5011,0
55.75,1571,5011,0
10.65,821,5011,2
100,3601,5011,1
66.4,4151,5011,1
60,3001,5011,0
25.25,1571,5011,0
18,7481,5011,0
104.22,341,5011,0
13.07,1701,5011,0
12.06,101,5011,0
25,3001,5011,0
17.67,1701,5011,0
531.66,191,5011,0
8.61,3971,5011,0
5.77,1701,5011,0
36.93,101,5011,0
18.1,9751,5011,0
23.84,101,5011,0
10.99,981,5011,0
40.13,5181,5011,0
10,7931,5011,1
5.42,7291,5011,1
43,4571,5011,0
50.08,101,5011,0
40,2581,5011,0
96.4,9101,5011,1
119.16,2731,5011,0
50.97,101,5011,0
39.24,5181,5011,1
3790.8,9941,5011,0
2.22,4571,5011,1
183.72,9861,5011,2
106.79,101,5011,0
191.13,101,5011,0
13.5,2581,5011,0
144.42,6991,5011,0
61,101,5011,1
21.54,101,5011,2
37.91,4861,5011,1
211.11,6581,5011,0
124.52,101,5011,1
11.72,981,5011,1
26.83,9761,5011,0
10.73,9761,5011,0
37.6,3561,5011,0
7.96,101,5011,0
25,4691,5011,0
44.95,9581,5011,0
671.26,8891,5011,1
10,9101,5011,0
5.24,9861,5011,1
6.68,1701,5011,1
9.24,1701,5011,0
10.65,6741,5011,0
5.01,9861,5011,0
50,4571,5011,0
10.28,9761,5011,0
55.43,4651,5011,0
321.63,6161,5011,2
18.36,3971,5011,0
49.63,101,5011,0
108.8,9861,5011,0
540.27,5181,5011,0
206.85,4651,5011,1
14.51,2511,5011,0
106.9,5731,5011,2
27.07,9711,5011,1
11.55,2271,5011,0
72.58,9861,5011,0
298.64,251,5011,0
167.16,2271,5011,0
62.91,5181,5011,0
16.6,3971,5011,0
5.29,191,5011,0
15.88,3561,5011,1
16.29,9861,5011,1
33.74,4431,5011,0
5.99,1701,5011,0
5.13,3971,5011,1
9.99,9761,5011,0
21.37,101,5011,0
465.35,4431,5011,0
15.88,9861,5011,1
382.42,3351,5011,0
66.63,9761,5011,2
318.81,9861,5011,1
8.33,7481,5011,1
258.18,6171,5011,2
17,9861,5011,1
158.35,6031,5011,0
7.91,441,5011,1
2.17,101,5011,0
9.57,9761,5011,0
14.98,9761,5011,0
380,5211,5011,1
20.23,441,5011,2
9.99,9761,5011,0
9.36,7281,5011,1
9.99,9001,5011,0
12.64,9861,5011,0
0.99,9761,5011,0
82.96,9861,5011,1
4.99,6131,5011,0
44.4,101,5011,0
31.51,4571,5011,0
743.08,101,5011,1
97.8,2581,5011,2
40.02,2581,5011,2
278.64,4181,5011,0
40.8,4151,5011,1
8.75,2581,5011,0
9.93,3971,5011,0
193.14,1701,5011,1
16.77,7181,5011,2
20,7481,5011,1
8.05,3971,5011,0
7.3,3971,5011,0
102.66,5181,5011,0
11.3,3971,5011,0
8.27,441,5011,2
73.02,3561,5011,0
423.65,7571,5011,0
51.67,5181,5011,1
399,9981,5011,0
580.13,8921,5011,0
15.58,191,5011,0
17.7,1701,5011,0
25,3601,5011,0
10.07,1701,5011,0
7.62,9861,5011,0
2625.2,7571,5011,0
37.5,101,5011,0
17.97,5181,5011,0
23.89,101,5011,0
3.36,1701,5011,0
450.81,5181,5011,0
528.74,4651,5011,0
60.2,3971,5011,0
12.48,9861,5011,1
10.29,9861,5011,1
66.64,4151,5011,1
74.19,4151,5011,1
315,871,5011,1
24.94,4271,5011,1
30,6391,5011,0
111.24,841,5041,0
200,6991,5041,0
109.1,6991,5041,2
19.99,1151,5041,2
331.75,4151,5041,0
34.98,3971,5041,0
112.83,6161,5041,0
36.66,7571,5041,0
2337.12,5551,5041,0
39.2,5221,5041,1
29.99,9761,5041,2
50.54,3561,5041,0
53.64,5181,5041,0
128.4,2001,5041,2
158.34,101,5041,0
123.57,5221,5041,1
220.06,101,5041,0
499.97,8941,5041,0
95.4,101,5041,1
233.73,4631,5041,0
65.51,1701,5041,0
103.52,6601,5041,0
2826.55,5211,5041,0
714.41,3351,5041,0
43.6,4281,5041,1
1000,7221,5041,2
27.54,9861,5041,0
1837.5,5551,5041,0
169.52,8951,5041,0
20.1,9861,5041,0
15.79,5181,5041,1
18,7091,5041,0
12.94,9861,5041,0
394.32,9651,5041,0
20.67,3971,5041,2
34.44,3561,5041,0
46.5,7741,5041,2
138.39,9081,5041,0
33.38,101,5041,1
34.61,7291,5041,1
30,3001,5041,0
41.13,3971,5041,1
1000,9861,5041,2
45.03,3561,5041,0
82.5,6991,5041,0
30,7721,5041,1
2,3971,5041,2
15.42,3971,5041,0
43.17,3841,5041,0
4.99,9761,5041,1
25.82,101,5041,2
127.79,101,5041,1
255.49,4651,5041,0
11.61,9861,5041,0
139,6991,5041,0
65,101,5041,2
10.99,981,5041,0
26.99,3351,5041,0
9.51,441,5041,1
13.77,9761,5041,0
10.59,9761,5041,0
200,9151,5041,0
7.5,6961,5041,0
31.98,8701,5041,0
80.75,9861,5041,0
44.83,9861,5041,0
54.5,7291,5041,0
165.76,4651,5041,1
32.59,3561,5041,2
10.73,441,5041,0
0.99,9761,5041,0
1575.16,6581,5041,1
500,9001,5041,0
4.07,9761,5041,1
241.68,6581,5041,1
30.36,101,5041,2
6.64,7281,5041,0
71.23,9861,5041,2
12.99,7091,5041,0
25.26,441,5041,1
16,6391,5041,0
7.27,3971,5041,2
2.1,1701,5041,0
26.45,9861,5041,0
23.42,3971,5041,0
9,3971,5041,2
230,9241,5041,0
39.5,3351,5041,0
5,3971,5041,2
8.37,3971,5041,0
158.97,101,5041,0
6.34,441,5041,0
3.5,441,5041,0
5075.45,8141,5041,0
10.37,3971,5041,2
7.85,3971,5041,0
30,4481,5041,1
1000,1421,5041,2
22.56,101,5041,0
41.06,7291,5041,2
26.14,3971,5041,0
30.28,3971,5041,1
0.6,3981,5041,0
3.62,1051,5041,0
11.01,9861,5041,2
70,9861,5041,1
15,3561,5041,0
63.09,5181,5041,0
179.97,101,5041,2
8.35,3971,5041,0
26.39,9861,5041,1
497.72,5181,5041,1
8.26,7291,5041,0
2.12,4271,5041,0
5,9861,5041,0
129.99,9861,5041,0
0.99,9761,5041,0
50,101,5041,0
30,7481,5041,2
3.14,9861,5041,1
10.89,251,5041,0
15.49,5181,5041,0
13.77,5611,5041,2
87,101,5041,2
37.42,101,5041,2
75,9861,5041,0
27.73,3561,5041,0
80.46,101,5041,2
35,7291,5041,2
33.67,7291,5041,2
9.04,441,5041,0
6.66,1701,5041,0
94.64,3541,5041,0
65,9101,5041,0
8.53,251,5041,2
7.93,4601,5041,0
3.86,441,5041,0
6,3971,5041,0
49.58,101,5041,2
18.56,5181,5041,0
15,6391,5041,0
23.02,7291,5041,2
3,3891,5041,0
7.12,101,5041,0
36.19,251,5041,2
31.89,101,5041,0
43.64,101,5041,0
6182.81,5211,5041,2
31.89,7291,5041,0
120,3351,5041,0
31.79,9761,5041,0
161.46,2271,5041,0
55.72,101,5041,0
31.36,5181,5041,0
12.83,4651,5041,0
505,101,5041,0
19.99,9761,5041,1
21.2,4601,5041,0
8.85,251,5041,1
13.3,6361,5041,0
7,101,5041,1
6.91,101,5041,1
45.49,1701,5041,2
276.5,8471,5041,0
24.5,7291,5041,0
57.07,7291,5041,2
17.66,1701,5041,0
130.94,9951,5041,0
13.84,5061,5041,1
29.06,4601,5041,0
17.61,1701,5041,0
138.61,5061,5041,1
325.5,9861,5041,0
1.75,3351,5041,0
73.14,4571,5041,1
27.53,4571,5041,0
12.97,4571,5041,1
2.5,3351,5041,0
60,101,5041,0
30.16,3561,5041,0
141.94,4991,5041,1
5.98,5181,5041,0
170.59,251,5041,1
26.66,251,5041,1
51.37,7291,5041,1
37.25,101,5041,1
10.65,821,5041,1
61.47,4151,5041,1
165,4471,5041,1
80,6031,5041,1
17.8,9101,5041,1
56.43,3561,5041,0
49.52,3561,5041,0
43.23,3561,5041,0
114.31,1701,5041,0
39.99,9861,5051,2
28.3,101,5051,0
157.58,5181,5051,2
198.47,9751,5051,0
16.43,5181,5051,0
6,6391,5051,0
40.83,6151,5051,2
4.99,9861,5051,0
20.62,4161,5051,2
7.18,1701,5051,0
123.42,101,5051,0
58.29,5181,5051,0
101.04,101,5051,0
5.34,3971,5051,0
92.16,4571,5051,2
101.71,1151,5051,0
16,231,5051,0
418,4881,5051,0
314.74,871,5051,0
87.11,4291,5051,0
9.99,9761,5051,2
157.83,4291,5051,0
220.16,871,5051,0
161.06,5551,5051,0
10.54,4291,5051,0
153.7,4141,5051,0
1032.45,9311,5051,0
20,9151,5051,0
60,2161,5051,0
9.95,8311,5051,0
13.45,4791,5051,0
10.59,4071,5051,0
157,5181,5051,0
77.17,101,5051,2
443.67,4451,5051,0
39.19,4291,5051,0
698.53,5041,5051,0
145.22,4291,5051,0
4.27,3971,5051,0
6.89,1701,5051,0
1.16,101,5051,0
21.63,3561,5051,0
63.13,3561,5051,0
16.19,9581,5051,0
300,4691,5051,1
10,6391,5051,0
52.38,3561,5051,1
20,101,5051,0
192.99,101,5051,0
200,7481,5051,1
4.08,1701,5051,0
44.6,3561,5051,0
3.99,9761,5051,0
13.5,7561,5051,0
25.41,101,5051,0
6,7561,5051,0
69.82,5061,5051,0
95.25,5181,5051,0
56.16,4961,5051,0
28.74,4571,5051,0
68.05,4041,5051,0
16,9861,5051,0
27.76,4651,5051,0
39.11,3621,5051,0
864.83,5181,5051,0
10,7091,5051,0
14.04,1701,5051,0
15.55,4371,5051,0
78.33,4181,5051,0
2.99,9761,5051,0
14.29,101,5051,0
386.88,9861,5051,0
55.54,101,5051,0
23.22,5181,5051,1
34.97,9761,5051,0
30.25,3561,5051,0
351.97,5041,5051,0
16.95,101,5051,0
2.99,9761,5051,0
127.63,5221,5051,0
39,3561,5051,0
45.98,9861,5051,0
5.48,7281,5051,0
100.49,5181,5051,0
44.99,3561,5051,0
31.79,3841,5051,0
46,3561,5051,0
24.98,441,5061,0
61.33,101,5061,0
25,1701,5061,0
65.78,4671,5061,1
10,5611,5061,0
21.24,4571,5061,0
25,4121,5061,1
14.99,1701,5061,0
23.21,3971,5061,0
21.15,3971,5061,1
75.33,4561,5061,1
50.13,101,5061,0
207.6,7221,5061,0
1214.92,3001,5061,0
21.98,3971,5061,1
154.99,9861,5061,1
134.94,4561,5061,0
75.66,4651,5061,0
196.03,4561,5061,1
205.67,101,5061,0
76.88,5181,5061,0
86.98,191,5061,0
71.87,4691,5061,1
29.7,7281,5061,0
30,3001,5061,0
84.62,101,5061,0
17.97,4601,5061,0
24.5,2581,5061,0
49.03,3561,5061,0
83.83,1701,5061,0
250,7481,5061,0
65.3,101,5061,0
125,8731,5061,0
37.51,101,5061,0
3.99,9761,5061,1
172.31,101,5061,0
40.97,5211,5061,0
363.75,2271,5061,0
6.66,1991,5061,2
414.75,4601,5061,0
31.74,9861,5061,1
13.49,9861,5061,0
579.99,3641,5061,0
384.15,4601,5061,0
11.5,101,5061,2
209.99,4691,5061,1
11.62,441,5061,0
11.99,4651,5061,0
12.91,3971,5061,0
172.66,4641,5061,1
26.68,1701,5061,0
1030,6991,5061,2
100,4561,5061,1
27.24,4781,5061,2
19.14,101,5061,0
166.6,9951,5061,0
11.73,5181,5061,0
16.33,4281,5061,0
143.61,2991,5061,2
541.9,7571,5061,2
28.68,5061,5061,0
22.72,5181,5061,0
12.48,101,5061,0
267.69,5021,5061,2
204.47,4281,5061,1
85.92,4071,5061,0
63.07,5021,5061,2
913.5,9301,5061,1
25.68,1991,5061,2
123.25,4151,5061,1
6,2581,5061,0
1058.58,6031,5061,0
57.22,1701,5061,1
56.5,4571,5061,0
26.54,9861,5061,0
19.48,981,5061,1
110.5,9081,5061,0
279.83,6161,5061,0
28.86,5181,5061,0
33,3561,5061,0
25,1701,5061,0
18,7481,5061,1
30.44,9861,5061,0
83.45,5061,5061,0
11.99,9861,5061,1
20,6171,5061,0
88.84,7111,5061,0
88.95,4571,5061,0
14.99,9761,5061,0
6.31,1701,5061,0
10.99,9761,5061,0
9.49,3971,5061,0
16.6,4281,5061,0
7.59,1701,5061,0
27.42,101,5061,0
185.2,3001,5061,1
491.84,4991,5061,0
34.24,1571,5061,0
64.5,4961,5061,0
5.29,4071,5061,0
59.52,101,5061,0
8.48,9761,5061,0
26.56,191,5061,0
396.91,4291,5061,0
150,4071,5061,1
1550,7131,5061,1
10.13,1701,5061,0
6.81,6441,5061,0
936,8961,5061,0
47.9,3561,5061,0
6.39,3971,5061,0
143.15,1921,5061,0
532,9001,5061,0
8.66,6441,5061,0
12,6171,5061,1
8.01,3971,5061,0
175,9861,5061,1
14.9,6171,5061,0
7.9,3971,5061,0
12.49,3971,5061,0
105.12,101,5061,0
4371,9931,5061,0
9201.2,4121,5061,0
1065,9001,5061,0
68.66,5181,5061,1
648.02,6601,5061,0
39.78,7561,5061,0
28,3561,5061,1
12.92,6601,5061,0
24.57,4291,5061,2
133.85,4571,5061,0
28.33,1701,5061,2
215,3931,5061,0
13.99,9861,5061,1
1000,4041,5061,1
1199.99,8941,5061,2
338.17,4571,5061,1
102,3001,5061,1
94.56,4151,5061,0
0.99,9761,5061,0
28,5181,5061,0
90.31,4151,5061,0
388.04,871,5061,1
62.72,101,5061,0
15,101,5061,0
50,101,5061,0
221.27,4631,5061,2
15.71,5181,5061,0
56.39,3561,5061,0
22.88,5181,5061,2
9.97,3971,5061,1
60,871,5061,1
63.59,251,5061,0
100,7091,5061,0
744.03,2001,5061,1
20.27,251,5061,0
49.99,6161,5061,0
134,9981,5061,0
69,6521,5061,0
1088.09,9691,5061,0
27.45,2511,5061,0
13.98,2511,5061,0
214.96,3241,5061,0
12.95,1701,5061,0
3718.75,6581,5061,1
71.15,4571,5061,0
86.95,4651,5061,0
30.95,5611,5061,0
515.5,9651,5061,0
11.69,3971,5061,0
420,2271,5061,0
27.98,4651,5061,0
11.28,3561,5061,0
173.91,3541,5061,0
416.4,3001,5061,1
115.75,9001,5061,1
549.21,8951,5061,1
2.73,6741,5061,0
10,9151,5061,0
55.28,5181,5061,0
7.5,3971,5061,0
9.8,3971,5061,0
8.51,3971,5061,0
38.57,1701,5061,0
144.84,5981,5061,0
27.22,5181,5071,0
3.99,9761,5071,0
574.48,8721,5071,0
11.31,5611,5071,0
10,6391,5081,0
211.86,6991,5081,0
96.48,5181,5081,2
4.65,5181,5081,0
232.38,2271,5081,0
11.65,9861,5081,2
42.98,101,5081,0
74.76,5181,5081,0
70.63,9861,5081,0
61.9,9861,5081,0
7.9,9861,5081,0
81.44,4601,5081,1
551.58,2271,5081,0
26.49,3351,5081,0
39.5,4961,5081,0
189.4,4141,5081,0
91.2,101,5081,1
28.85,1701,5081,0
19.6,4601,5081,1
261.88,3981,5081,1
57.09,101,5081,0
29.41,4571,5081,1
87.36,251,5081,1
33.02,5611,5081,0
4.23,1701,5081,0
70.6,4291,5081,0
0.99,9761,5081,0
11122.42,351,5081,0
56,4991,5081,0
317.61,6171,5081,0
85.86,1151,5081,0
398.76,101,5081,0
95.71,4451,5081,0
21.85,3561,5081,0
74.43,5181,5081,0
52.98,4071,5081,0
39.06,251,5081,0
34.67,4571,5081,0
47,4121,5081,0
1.92,4571,5081,0
43.66,251,5081,0
28.88,9861,5081,0
1.6,1701,5081,0
39.79,441,5081,0
52.88,251,5081,0
85.08,9861,5081,0
41.4,101,5081,0
4.69,3561,5081,0
26.58,9861,5081,0
12.25,441,5081,0
11.36,1701,5081,0
5.88,1701,5081,0
49.26,1701,5101,0
17.56,1701,5101,0
39.98,9861,5101,0
34.73,101,5101,0
7.11,4371,5101,0
80.3,5181,5101,0
13.48,7281,5101,0
29.98,101,5101,0
25,1701,5101,0
19.2,101,5101,0
62.25,101,5101,0
26.52,101,5101,0
22.42,7281,5101,0
154.49,3971,5101,0
3,3971,5101,0
58.36,1701,5101,0
12.81,3971,5101,0
17.61,4991,5101,0
11.33,4701,5101,0
77.95,3351,5101,0
16.19,9761,5101,0
51.17,101,5101,1
20.05,4691,5101,0
24.99,8311,5101,0
230.34,3541,5101,0
9.15,101,5101,0
2,2271,5101,0
5.39,9761,5101,0
292.53,5041,5101,0
5640,6601,5101,0
14.99,3971,5101,0
40,3601,5101,0
151.98,5561,5101,0
3.37,1701,5101,0
104.1,2281,5101,0
40.1,7291,5101,0
52.91,101,5101,0
88.42,3541,5111,0
45,9911,5111,0
13.73,6741,5111,2
26,701,5111,0
25,7481,5111,0
66,3351,5111,0
47.22,1701,5111,0
43.39,101,5111,0
402.78,101,5111,1
55.15,3561,5111,0
390,9441,5111,0
327.72,871,5111,0
29.8,6991,5111,0
158.22,101,5111,0
17.34,3971,5111,0
37.08,4451,5111,0
5,3971,5111,0
59.1,3971,5111,0
21.19,4451,5111,0
14.59,3971,5111,2
169.6,5621,5111,0
41.62,251,5111,2
50.75,101,5111,0
7.89,1701,5111,0
45.34,241,5111,1
400.05,9861,5111,0
114,4881,5111,1
34.9,3561,5111,0
156.44,101,5111,0
5,3971,5111,0
39.01,8921,5111,1
100,9861,5111,0
6.59,3971,5111,0
26.49,9861,5111,0
31.49,441,5111,1
5.99,9761,5111,0
101.14,251,5111,0
9.42,1701,5111,0
228.62,3541,5111,0
158.06,5181,5111,1
9.64,251,5111,2
9.93,1701,5111,0
913,101,5111,1
22.29,9861,5111,1
21.79,1701,5111,0
10.5,1701,5111,0
13.55,3971,5111,0
11.98,1701,5111,0
2,6391,5111,0
8.2,251,5111,0
39.14,4651,5111,0
61,3561,5111,0
1560,9021,5111,0
98.79,4121,5111,0
14.99,251,5111,0
10.42,3971,5111,2
29.51,1701,5111,0
10.42,4991,5111,0
167.21,101,5111,0
327.8,2271,5111,0
24.99,3841,5111,0
70.3,101,5111,0
4.81,3351,5111,0
44.07,3971,5111,1
801,9261,5111,0
153.75,4291,5111,0
174.47,2271,5111,0
2.99,9761,5111,0
3.81,1701,5111,0
12.7,101,5111,1
63.17,9861,5111,0
92.14,101,5111,0
5.85,3971,5111,0
0.99,9761,5111,2
92.29,5181,5111,0
74,6391,5111,0
6.94,1701,5111,0
69.99,3001,5111,2
19.5,5841,5111,0
10.57,101,5111,0
23.52,5181,5111,0
1.99,9761,5111,0
53.37,101,5111,0
0.99,9761,5111,0
118.88,4571,5111,0
68.7,4281,5111,2
2430,3451,5111,0
69.47,351,5111,0
99.95,3241,5111,0
164.55,4571,5111,0
31.24,7561,5111,0
19.46,981,5111,2
254.8,101,5111,0
16,3971,5111,0
41.97,5841,5111,0
14.31,9861,5111,0
2.75,3981,5111,0
23.11,3971,5111,0
26.53,1701,5111,2
16.99,3101,5111,1
22.73,7561,5111,0
51.12,251,5111,2
67.23,1701,5111,2
132,6031,5111,0
158.09,8471,5111,0
108.2,3081,5111,0
28.94,3971,5111,0
43,3561,5111,0
89.01,3351,5111,0
100,3601,5111,0
21,3971,5111,0
52.7,101,5111,0
18.91,4121,5111,0
87.34,4431,5111,0
20.13,5841,5111,0
16.94,9861,5111,0
2.99,9761,5111,0
59.06,4541,5111,0
15.16,3001,5111,2
41.57,251,5111,0
129.8,6161,5111,0
270.3,4561,5111,0
2.52,4371,5111,0
27.16,7561,5111,0
40.05,5181,5111,0
17.25,101,5111,2
55.04,5841,5111,0
286.74,6991,5111,2
34.4,9751,5111,0
63.47,9861,5111,0
33.38,9861,5111,0
159,3041,5111,2
100,7561,5111,0
51.25,5161,5111,1
11,6391,5111,0
9.54,4601,5111,2
26,5841,5111,0
74.85,2551,5111,0
61.92,5181,5111,0
75,9861,5111,0
113.74,4151,5111,2
16.73,1701,5111,0
5.72,4471,5111,2
11.87,5181,5111,0
62.72,871,5111,0
190.14,361,5111,0
50.59,101,5111,1
32.86,4071,5111,2
170.63,3001,5111,1
77,4651,5111,0
76.66,4181,5111,0
7.5,3971,5111,0
35.63,4361,5111,0
55.28,7561,5111,0
58.99,4071,5111,2
75.46,101,5111,1
145.73,101,5111,1
11.33,441,5111,0
76.94,4571,5111,1
292.27,4431,5111,0
8.56,1701,5111,2
26.58,7281,5111,0
219.89,6991,5111,0
15.9,4561,5111,2
33.21,4071,5111,0
65.96,4281,5111,0
202.15,4641,5111,2
56.62,4291,5111,0
34.84,5181,5111,0
136.19,4561,5111,0
10.51,5181,5111,0
72.16,4571,5111,0
102.27,5181,5111,0
179.33,4991,5111,1
183.32,4471,5111,0
23.18,5181,5111,0
106.99,9861,5111,0
112.83,1801,5111,0
218.45,5181,5111,0
29.99,9761,5111,0
380.65,5181,5111,1
38.16,4291,5111,0
22.95,9761,5111,0
2,3971,5111,0
75.95,3561,5111,0
4.4,4291,5111,0
17.43,5181,5111,0
1440.44,6991,5111,0
7.25,3971,5111,0
9.49,4291,5111,0
2.96,1701,5111,0
10.99,3001,5111,2
146.88,2281,5111,2
28.85,251,5111,0
115.48,9861,5111,0
15.1,441,5111,0
1735,4531,5111,0
5112.78,7481,5111,0
118.03,9861,5111,0
22.56,7281,5111,0
15.66,1701,5111,0
79.02,6171,5111,2
8.36,1701,5111,0
47.14,8951,5111,0
74.19,5041,5111,0
2,3971,5111,0
60,4571,5111,0
183.34,8921,5111,0
18.58,3971,5111,0
3.17,4571,5111,0
99.64,5731,5111,0
58.92,3561,5111,0
801.39,8921,5111,0
15,6391,5111,0
563.35,1291,5111,0
4028.16,1291,5111,0
88.7,101,5111,0
23.32,6991,5111,0
36.3,3351,5111,0
12.44,3971,5111,0
13.13,3971,5111,0
195.49,4291,5111,0
21.22,4291,5111,0
2437.27,4991,5111,0
39.11,9861,5111,0
10.01,3561,5111,0
20,6391,5111,0
103.27,5181,5121,1
300,101,5121,0
24.99,9761,5121,2
31.35,101,5121,0
35.96,4651,5121,2
580,161,5121,2
71.76,6161,5121,0
36,4291,5121,0
8.9,1701,5121,0
73.31,6161,5121,0
1272.46,4631,5121,0
80,7091,5121,0
383.13,6171,5121,0
14.5,1701,5121,0
36.77,3561,5121,0
137.34,3611,5121,0
7.99,6161,5121,0
7.62,1701,5121,0
6.57,5181,5121,0
54.43,4021,5121,0
34.97,4151,5121,0
40.25,1701,5121,0
25.34,1701,5121,0
125.06,4151,5121,0
196.05,101,5121,0
31.07,9861,5121,0
69.9,9861,5121,0
68.4,4671,5121,0
125,6951,5121,0
62.53,4151,5121,0
50,8701,5121,2
5.65,6991,5121,0
74.18,4151,5121,0
8,9861,5121,0
14.09,4621,5121,0
3.92,1701,5121,0
11,6391,5121,0
31.78,4151,5121,0
39.2,4601,5121,0
8.32,3981,5121,0
195,7111,5121,0
36.53,1701,5121,0
31.8,2731,5121,0
60.05,3561,5131,2
100,7481,5131,2
4.45,7281,5141,2
17.92,7281,5141,2
3262.5,4631,5141,0
98.15,5181,5141,0
138.11,4121,5141,0
26.08,101,5141,0
628.34,101,5141,0
34.89,5181,5141,0
16,9861,5151,0
12.08,7291,5151,0
15,7281,5151,0
14.82,4601,5151,0
66.19,101,5151,0
11.96,5181,5151,0
47.14,101,5151,0
78.35,4181,5151,1
8.66,4571,5151,1
1.99,6741,5151,0
9.48,101,5151,0
40.64,9861,5151,0
18.54,4671,5151,0
26371.79,4261,5151,0
8.53,981,5151,1
10,7481,5151,1
3.19,5611,5151,0
7.92,3971,5151,2
22.95,101,5151,2
162.22,1701,5171,0
110.37,9861,5171,0
59.97,9861,5171,0
26.57,101,5171,1
37.05,4151,5171,1
76.08,5181,5171,1
155.25,101,5171,1
39.48,101,5171,1
51.59,7561,5171,1
21.64,5181,5171,0
134.76,5181,5171,0
284.11,191,5171,1
35.14,3561,5171,1
13.91,4571,5171,1
127.55,6031,5171,0
107.23,9761,5171,1
11.79,981,5171,1
19.94,9861,5171,1
139.4,9761,5171,1
225.18,9761,5171,1
5.35,9761,5171,0
23.15,4601,5171,1
74.88,9861,5171,1
20,3351,5171,1
7.47,9861,5171,0
3.04,191,5171,1
53.57,4431,5171,1
144.27,101,5171,0
13.99,981,5171,0
13.26,1701,5171,0
50,4371,5171,0
93.6,3541,5171,0
21.45,9861,5171,0
48.25,9861,5171,0
47,4431,5171,0
3.99,6141,5171,1
30.43,1701,5171,1
6.42,9761,5171,1
37.11,1701,5181,0
18.39,101,5181,0
34.95,5611,5181,0
79.68,5181,5181,0
4.48,5181,5181,0
5.33,9761,5181,0
33.41,101,5181,0
1519.6,8941,5181,0
55.91,3561,5191,2
14.16,5611,5191,0
40,8701,5191,2
40.32,4651,5191,0
39.35,6991,5191,0
50.22,9861,5191,0
0.99,9761,5191,0
163.86,101,5191,0
25.95,9861,5191,0
2.99,9761,5191,0
40.98,3561,5191,0
144.75,4111,5191,0
16.99,9761,5191,0
122.08,4641,5191,0
112.81,5181,5191,0
90.44,4291,5191,0
6.24,4371,5191,0
26.05,1571,5191,0
4,6391,5191,0
71.1,101,5191,0
106.08,101,5191,1
9,101,5191,1
22.45,4371,5191,0
38.47,3561,5191,0
5.7,4371,5191,0
2595.62,101,5201,0
15.99,6991,5201,0
1832.92,8931,5201,0
60.24,101,5201,0
364.35,4571,5201,0
148.72,101,5201,0
1.29,9761,5201,1
46.55,101,5201,1
30.75,4991,5201,0
5.16,9761,5201,1
9.7,9761,5201,1
198.51,251,5201,0
44.54,3561,5201,1
33.98,1701,5201,0
3.19,101,5201,0
63.66,5841,5211,0
15.96,3971,5211,2
59.8,5841,5211,0
56,3971,5211,0
46.61,1701,5211,0
43.15,101,5211,0
12.99,1781,5211,0
37.07,7281,5211,0
4.99,4701,5211,0
640.93,9861,5211,0
3.2,1701,5211,0
6915,8941,5211,0
129.95,4151,5211,0
